gameDate,homeTeamCode,awayTeamCode,quarter,timeDriveStart,down,distance,yardLine,direction,play_type,player,player_number,is_complete,receiver,receiver_number,yardsFromPlay,visitorScore,homeScore,description,is_penalty,is_penalty_declined,penalty_player,penalty_type,penalty_team,is_noplay,is_touchdown,defenseTeamCode,offenseTeamCode,,,offenseTeam,defenseTeam
2014-08-23,eastern-wash,sam-houston-st,1ST,15:00,1,10,35,SHS,KICK,L.Swimberghe,18,0,,0,20,0,0,"18-L.Swimberghe kicks 60 yards from SHS 35. 1-S.Hill to EW 25 for 20 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,15:00,1,10,25,EW,RUSH,Q.Forte,22,0,,0,4,0,0,"22-Q.Forte to EW 29 for 4 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,15:00,2,6,29,EW,RUSH,V.Adams,3,0,,0,13,0,0,"3-V.Adams scrambles to the to EW 42 for 13 yards (7-T.Orr).",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,15:00,1,10,42,EW,RUSH,Q.Forte,22,0,,0,1,0,0,"22-Q.Forte to EW 43 for 1 yard.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,15:00,2,9,43,EW,PASS,V.Adams,3,0,S.Hill,1,,0,0,"3-V.Adams incomplete. Intended for 1-S.Hill.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,15:00,3,9,43,EW,PASS,V.Adams,3,1,C.Kupp,10,,0,0,"3-V.Adams complete to 10-C.Kupp. 10-C.Kupp to EW 50 for 7 yards (20-E.Payton).",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,15:00,4,2,50,EW,PUNT,J.Miller,48,0,,0,,0,0,"48-J.Miller punts 50 yards from EW 50 to SHS End Zone. touchback.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,1,10,20,SHS,RUSH,K.Hill,3,0,,0,3,0,0,"3-K.Hill to SHS 23 for 3 yards.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,2,7,23,SHS,RUSH,J.Johnson,15,0,,0,2,0,0,"15-J.Johnson scrambles, pushed ob at SHS 25 for 2 yards.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,3,5,25,SHS,RUSH,J.Johnson,15,0,,0,11,0,0,"15-J.Johnson scrambles to the to SHS 36 for 11 yards (47-C.McCarthy).",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,1,10,36,SHS,PASS,J.Johnson,15,1,Y.Louis,9,4,0,0,"15-J.Johnson complete to 9-Y.Louis. 9-Y.Louis to SHS 40 for 4 yards.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,2,6,40,SHS,PASS,J.Johnson,15,1,Y.Louis,9,8,0,0,"15-J.Johnson complete to 9-Y.Louis. 9-Y.Louis to SHS 48 for 8 yards.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,1,10,48,SHS,RUSH,K.Hill,3,0,,0,8,0,0,"3-K.Hill to EW 44 for 8 yards.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,2,2,44,EW,PASS,J.Johnson,15,0,G.Thomas,19,,0,0,"15-J.Johnson incomplete. Intended for 19-G.Thomas.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,3,2,44,EW,RUSH,K.Hill,3,0,,0,1,0,0,"3-K.Hill to EW 43 for 1 yard.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,12:43,4,1,43,EW,PUNT,L.Edwards,49,0,,0,,0,0,"49-L.Edwards punts 31 yards from EW 43 to EW 12, fair catch by 10-C.Kupp.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,1,10,12,EW,RUSH,V.Adams,3,0,,0,13,0,0,"3-V.Adams scrambles to the to EW 25 for 13 yards (7-T.Orr).",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,1,10,25,EW,RUSH,Q.Forte,22,0,,0,6,0,0,"22-Q.Forte to EW 31 for 6 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,2,4,31,EW,PASS,V.Adams,3,1,S.Hill,1,9,0,0,"3-V.Adams complete to 1-S.Hill. 1-S.Hill to EW 40 for 9 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,1,10,40,EW,PASS,V.Adams,3,0,C.Mitchell,6,,0,0,"3-V.Adams incomplete. Intended for 6-C.Mitchell.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,2,10,40,EW,RUSH,Q.Forte,22,0,,0,17,0,0,"22-Q.Forte to SHS 43 for 17 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,1,10,43,SHS,PASS,V.Adams,3,1,T.Jackson,89,6,0,0,"3-V.Adams complete to 89-T.Jackson. 89-T.Jackson to SHS 37 for 6 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,2,4,37,SHS,RUSH,Q.Forte,22,0,,0,3,0,0,"22-Q.Forte to SHS 34 for 3 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,3,1,34,SHS,RUSH,M.Brown,5,0,,0,7,0,0,"5-M.Brown to SHS 27 for 7 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,1,10,27,SHS,PASS,V.Adams,3,1,C.Kupp,10,22,0,0,"3-V.Adams complete to 10-C.Kupp. 10-C.Kupp pushed ob at SHS 5 for 22 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,1,5,5,SHS,RUSH,Q.Forte,22,0,,0,2,0,0,"22-Q.Forte to SHS 3 for 2 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,2,3,3,SHS,PASS,V.Adams,3,0,Z.Wimberly,9,,0,0,"3-V.Adams incomplete. Intended for 9-Z.Wimberly.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,3,3,3,SHS,PASS,V.Adams,3,1,B.Bomber,23,,0,6,"3-V.Adams complete to 23-B.Bomber. 23-B.Bomber runs 3 yards for a touchdown.",0,0,,,,0,1,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,,,0,,"EXTRA POINT",R.Alcobendas,62,0,,0,,0,7,"62-R.Alcobendas extra point is good.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,10:09,,,0,,KICK,J.Miller,48,0,,0,28,0,0,"48-J.Miller kicks 64 yards from EW 35. 31-C.Idlebird to SHS 29 for 28 yards.",0,0,,,,0,0,sam-houston-st,eastern-wash,,
2014-08-23,eastern-wash,sam-houston-st,1ST,06:30,1,10,29,SHS,RUSH,K.Hill,3,0,,0,-3,0,0,"3-K.Hill to SHS 26 for -3 yards.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
2014-08-23,eastern-wash,sam-houston-st,1ST,06:30,2,13,26,SHS,PASS,J.Johnson,15,0,J.Thomas,86,,0,0,"15-J.Johnson incomplete. Intended for 86-J.Thomas.",0,0,,,,0,0,eastern-wash,sam-houston-st,,
